70000_a,fillSnooper
221295_o,stop
221296_c,removeLeader
221298_a,findRandomSpawnPos
221299_x,getParticipantsPredicate
221300_a,joinRaid
221301_k,isStarted
221303_s,getRaiderCount
221304_t,getCenter
221305_D,shouldSpawnBonusGroup
221306_a,getWaves
221307_p,tick
221308_w,getEnchantOdds
221309_a,increaseLevel
221310_d,isStopped
221311_a,addHero
221312_H,createIllagerBanner
221313_d,getValidSpawnPos
221314_C,hasSpawnedBonusWave
221315_l,getGroupsSpawned
221316_i,getWorld
221317_a,joinRaid
221318_F,shouldSpawnGroup
221319_a,isOver
221320_q,updateBarPercentage
221321_e,isVictory
221322_a,leaveRaid
221324_a,setLeader
221325_u,getId
221326_a,write
221327_m,getMaxLevel
221328_B,hasBonusWave
221329_y,updateBossInfoVisibility
221330_a,getDefaultNumSpawns
221331_G,markDirty
221332_b,getLeader
221333_v,isActive
221334_b,isBetweenWaves
221335_a,getPotentialBonusSpawns
221336_f,isLoss
221363_a,register
221364_a,getKey
221377_a,getScheduledActivity
221379_a,createDutiesFor
221380_a,register
221381_c,getAllDutiesExcept
221382_b,getDutiesFor
221388_a,getDuration
221389_b,getActive
221392_a,updateActiveDutyTime
221394_a,addDutyTime
221395_b,sortDutyTimes
221398_b,getActivity
221399_a,getDuration
221402_a,add
221404_a,build
221410_a,consume
221412_a,buildStew
221451_a,meat
221452_a,effect
221453_d,build
221454_a,saturation
221455_b,setAlwaysEdible
221456_a,hunger
221457_c,fastToEat
221464_f,getEffects
221465_e,isFastEating
221466_a,getHealing
221467_c,isMeat
221468_d,canEatWhenFull
221469_b,getSaturation
221476_a,get
221477_a,set
221478_a,size
221484_a,apply
221485_a,applyOrElse
221486_a,consume
221488_a,of
221492_a,single
221493_a,create
221494_a,set
221495_b,get
221496_c,isDirty
221497_a,create
221505_a,register
221506_a,create
221531_n,getHand
221532_j,getHitVec
221533_k,isInside
221540_a,food
221542_a,register
221543_a,register
221544_a,register
221545_a,register
221546_a,register
221547_a,register
222117_E,isFood
222118_a,damageItem
222120_a,addEnchantmentTooltips
222121_b,onItemUsed
222122_m,isCrossbowStack
222124_a,isBrewablePotion
222125_a,register
222127_g,getType
222128_h,getIcon
222137_e,getCookTime
222138_b,getExperience
222147_a,register
222148_a,matches
222156_a,register
222181_a,getEntityEquipment
222189_b,getRandomItemWithEnchantment
222191_a,register
222196_a,write
222198_b,read
222199_a,write
222200_d,getSellingStack
222201_c,equalIgnoringDamage
222202_c,getBuyingStackSecond
222203_h,resetUses
222204_a,matches
222205_b,getDiscountedBuyingStackFirst
222206_f,getCopyOfSellingStack
222207_a,increaseSpecialPrice
222208_r,write
222209_b,setSpecialPrice
222210_n,getGivenExp
222211_m,getPriceMultiplier
222212_l,getSpecialPrice
222213_g,getUses
222214_i,getMaxUses
222215_b,doTransaction
222216_p,makeUnavailable
222217_o,hasNoUsesLeft
222218_a,getBuyingStackFirst
222219_j,increaseUses
222220_k,resetSpecialPrice
222221_q,getDoesRewardExp
222222_e,calculateDemand
222238_k,getRegionPositionZ
222239_a,getAllInBox
222240_j,getRegionPositionX
222241_h,getRegionCoordX
222242_i,getRegionCoordZ
222243_a,getAllInBox
222248_a,test
222250_a,getEndVec
222251_a,getBlockShape
222252_a,getFluidShape
222253_b,getStartVec
222259_a,getBlockDensity
222262_a,getRandomHeight
222352_a,getName
222361_a,getName
222379_b,lootFrom
222380_e,noDrops
222382_a,register
222466_a,randomRotation
222467_b,shuffledRotations
222476_a,buildNBT
222477_a,setPatternWithColor
222517_m,getShape
222521_a,getShape
222529_a,getHeight
222531_c,getNoiseHeightMinusOne
222532_b,getNoiseHeight
222548_a,fillNoiseColumn
222555_a,makeBedrock
222581_a,getStatus
222582_a,getAll
222584_c,ordinal
222591_a,byName
222593_e,getParent
222595_h,getHeightMaps
222596_d,getName
222599_a,getDistance
222600_b,maxDistance
222628_a,isEmpty
222629_a,setBlockState
222630_b,write
222632_g,getYLocation
222633_j,getSize
222634_a,read
222635_a,lock
222637_b,unlock
222639_b,swap
222641_a,lockedSwap
222642_a,readChunkPalette
222643_a,doSwap
222645_a,write
222647_a,toNbt
222649_a,writeStructures
222650_a,readEntities
222651_a,getChunkStatus
222656_a,read
222660_e,getOffset
222667_d,contains
222668_f,getIndex
222670_k,isFightAreaLoaded
222671_a,getName
222681_b,isUsageClient
222683_c,isUsageNotWorldgen
222684_d,getHeightLimitPredicate
222690_a,updateChunkHeightmaps
222695_a,spawnPatroller
222699_a,register
222701_a,isOnEdge
222706_a,isCarvable
222707_a,canCarveBlock
222730_a,shouldCarve
222739_a,init
222810_a,addButtons
222814_r,warnInvalidBlock
222817_e,runAsync
222821_eh,handleDespawn
222822_eL,canDespawn
222823_eM,isLeashedToTrader
222824_eN,isLeashedToStranger
222825_eK,tryDespawn
222826_c,addRaiderParticles
222827_b,glow
222828_b,glowRaiders
222830_f,hasRaidersNearby
222832_a,isNearbyRaider
222833_c,resonate
222857_a,updatePostProcessing
222858_h,getArray
222863_b,doProject
222865_a,isChunkLoaded
222866_a,canTick
222869_l,invalidateCaches
222872_a,isChunkLoaded
222879_B,rescheduleTicks
222880_a,saveScheduledTicks
222887_a,isVillage
222895_a,enable
222897_b,disable
222946_a,sendRaids
222984_a,create
223024_c,setCenter
223027_y,moveRaidCenterToNearbyVillageSection
223042_a,create
223045_a,isValidBlock
223101_g,getServerChunkStats
223102_j,teleportKeepLoaded
223107_f,getPlayerReputation
223110_ee,isUsingSwimmingAnimation
223113_c,retainChunkData
223115_b,retainData
223129_b,retainChunkData
223130_d,removeArray
223131_d,getNarratorStatus
223132_j,playMerchantYesSound
223134_j,getTileEntityNBT
223135_b,isMovingForward
223155_b,scheduleUnloads
223156_b,chunkGenerate
223172_f,chunkLoad
223182_a,isExpired
223183_a,create
223184_b,getLifespan
223187_a,getEntries
223188_a,getPending
223196_a,register
223197_a,isLighted
223198_a,doGenerationWork
223201_a,doLoadingWork
223203_a,registerSelective
223206_a,lightChunk
223207_a,register
223213_e_,getValue
223252_a_,create
223273_a_,getBearingX
223274_a_,getAdvance
223275_b_,getBoldOffset
223276_c_,getShadowOffset
223277_l_,getBearingY
223281_a_,keyReleased
223307_a,collideBoundingBoxHeuristically
223310_a,collideBoundingBox
223314_ad,getFireTimer
223315_a,canSpawnOn
223316_b,canAnimalSpawn
223323_a,isValidLightLevel
223324_d,canMonsterSpawn
223325_c,canMonsterSpawnInLight
223340_ej,canRestockTrades
223343_eC,tickGossip
223344_ex,isHungry
223350_a,canSpawnGolems
223352_d,hasSleptAndWorkedRecently
223361_a,sawMurder
223369_b,canSpawn
223378_a,getLast
223389_a,deserializeRecipes
223403_p,scheduleSurfaceUpdate
223404_q,scheduleFullUpdate
223405_a,getVoxelShape
223407_a,getHeight
223408_f,getHeight
223409_c,loadSavedData
223416_b,faceShapeCovers
223417_a_,deserializeRecipes
223458_d,getPath
223459_a,isValid
223471_o,setX
223472_q,setZ
223473_e,numBoundariesTouched
223481_a,visit
223491_f,getLoadedChunksIterable
223492_c,getBorderFuture
223494_d,isOutsideSpawningRadius
223515_a,canSpawnEntity
223516_a,isValidPosForFarming
223517_a,getNextPosForFarming
223520_a,canReachHomePosition
223521_a,breed
223528_b,removeGossipType
223529_a,decay
223530_b,isGossipTypeMapEmpty
223531_a,putGossipType
223538_b,tick
223541_a,register
223551_b,getMaxEnchantability
223552_b,stringValue
223553_a,setStringValue
223554_b,updateValue
223555_a,updateValue0
223556_a,notifyChange
223557_c,intValue
223559_b,create
223560_a,get
223563_b,parseInt
223564_a,create
223567_b,create
223568_b,create
223570_a,set
223572_a,get
223576_a,getName
223579_a,createValue
223581_a,createArgument
223585_a,get
223586_b,getBoolean
223590_a,visitAll
223592_c,getInt
223704_be,getQueueSize
223705_bi,threadYieldPark
223706_e,dumpClasspath
223707_k,getFunctionLevel
223708_d,dumpGameRules
223709_c,dumpDummyCrashReport
223710_b,dumpStats
223711_a,dumpDebugInfo
223712_f,dumpThreads
223715_ey,calculateDemandOfOffers
223716_a,setGossips
223719_ex,resetOffersAndAdjustForDemand
223720_ew,canRestock
223721_ek,canResetStock
223722_es,getGossip
223723_ev,hasUsedOffer
223727_a,setGossips
223729_a,blockActionRestricted
224732_a,toOptionalInt
224742_a,needsRenderUpdate
224746_a,markBlockRangeForRenderUpdate
224755_d,isSolidSide
224763_d,getNearest
224770_k,getTarget
224771_h,reachesTarget
224780_a,unfoldPathPoint
224791_a,setRawMouseInput
224794_a,getVideoModeIndex
224796_s,getMonitor
224797_a,setVideoMode
224798_d,setRawMouseInput
225308_a,addColorState
225309_a,addColorStates
225310_a,getColorProperties
225312_a,handleAcknowledgePlayerDigging
225313_a,getChunkNow
225316_b,getLoadedEntitiesWithinAABB
225317_b,getLoadedEntitiesWithinAABB
225318_b,getClosestEntity
225319_b,markBlockRangeForRenderUpdate
225320_a,dumpEntities
225321_a,dumpBlockEntities
225322_a,writeDebugInfo
225323_a,acknowledgePlayerDiggingReceived
225324_a,sendDiggingPacket
225331_a,getSpriteInfos
225335_a,makeWrapper
225336_a,makeWrapper
225337_a,getColorValues
225352_a,registerModelIds
225354_b,getStateModelIds
225368_a,snbtToNBT
225369_a,addTransformer
225372_a,addDataVersion
225374_c,getPosition
225375_b,getBlockState
225376_d,wasSuccessful
225377_e,getAction
225389_c,writeDebugReport
225399_a,findAll
225414_b,getLoadedChunks
225419_d,canGeneratePlayer
225420_a,getSize
225421_a,getAll
225434_b,decodePath
225463_a,pathfind
225464_a,pathfind
225466_a,pathfind
225476_a,findRandomSpawnPos
225478_d,getValidRange
225482_k,getDemand
225486_c,getTemperature
225497_a,count
225502_at_,canTriggerWalking
225503_b_,onLivingFall
225504_a_,getOrCreateModifiersByOperation
225505_c_,getModifierListCopy
225506_g_,canBeeStart
225507_h_,canBeeContinue
225508_e_,calculateFallDamage
225509_J__,isCharged
225510_bt_,isGlowing
225511_J_,isDespawnPeaceful
225513_by_,getProfessionName
225514_a_,maybeBackOffFromEdge
225515_ai_,getSpeedFactor
225517_c_,getBackground
225518_g_,hasSecondaryUseForPlayer
225519_S__,getEatSound
225520_U__,getDrinkSound
225521_a_,destroyBlock
225522_c_,getBlockReader
225523_d_,getBiomeManager
225524_e_,getLightManager
225525_a_,getBlockColor
225526_b_,getNoiseBiome
225527_a_,getFoliageColor
225528_a_,getGrassColor
225529_c_,getSkyColor
225530_a_,getBiomes
225531_a_,findBiomePosition
225532_a_,getBiome
225533_a_,onBlockActivated
225534_a_,tick
225535_a_,grow
225536_a_,combine
225541_a_,isReplaceable
225542_b_,randomTick
225544_a_,serialize
225546_b_,getTreeFeature
225547_a_,getHugeTreeFeature
225548_a_,setBiomes
225549_i_,getBiomes
225551_a_,generateSurface
225553_a_,toJsonElement
225554_a_,matchesExact
225555_a_,carveRegion
225557_a_,place
225559_a_,isValidPosition
225560_a_,getFlowerCount
225561_a_,getNearbyPos
225562_b_,getFlowerToPlace
225566_b_,withConfiguration
225567_a_,place
225568_b_,build
225574_a_,getBlockState
225581_b_,isSneaking
225582_a_,pos
225583_a_,tex
225584_a_,normal
225585_a_,overlay
225586_a_,color
225587_b_,lightmap
225588_a_,addVertex
225589_a_,putByte
225590_a_,putFloat
225591_a_,putShort
225592_i_,getCurrentElement
225593_a_,setPressed
225594_i_,getSimpleName
225595_a_,render
225597_a_,setRotationAngles
225598_a_,render
225599_a_,translateHand
225600_b_,getBodyParts
225601_a_,getParts
225602_a_,getHeadParts
225604_a_,getNoiseBiomeRaw
225605_c_,setTimeLightningFlash
225606_a_,renderParticle
225607_a_,tickMovement
225608_bj_,isSneaking
225609_n_,drop
225611_b_,setDefaultColor
225612_r_,getOutline
225613_a_,bakeModel
225614_a_,getTextures
225615_b_,getRotation
225616_a_,render
225617_a_,cancel
225618_a_,execute
225619_a_,render
225620_a_,preRenderCallback
225621_a_,applyRotations
225622_a_,isVisible
225623_a_,render
225624_a_,getBlockLight
225625_b_,getOverlayProgress
225626_a_,shouldRender
225627_b_,getRenderOffset
225628_a_,render
225629_a_,renderName
225630_a_,renderBlockState
225636_a_,getRenderType
225637_a_,getAllResourceLocations
225638_a_,getFile
225639_a_,getFiles
225640_a_,getResourceLocations
225641_a_,getSpriteSize
225642_o_,getNextSound
225643_p_,shouldSwitchSound
225647_b_,getType
225648_a_,getName
225649_b_,readNBT
225650_b_,getTagName
225651_c_,isPrimitive
225652_a_,stopSleepInBed
225653_b_,moveForced
225677_c_,getTexGen
225678_a_,generateTextureId
225679_a_,releaseTextureId
225680_a_,prepareImage
225681_a_,prepareImage
225682_a_,prepareImage
225683_a_,prepareImage
225684_a_,readToBuffer
225685_a_,initTexture
225686_b_,bindTexture
225687_b_,readResourceAsString
226110_a_,transpose
226111_a_,mul
226112_a_,qrGivensQuat
226113_a_,approxGivensQuat
226114_a_,set
226115_a_,mul
226116_b_,svdDecompose
226117_b_,makeScaleMatrix
226118_b_,mul
226119_c_,setIdentity
226120_c_,stepJacobi
226121_d_,copy
226122_e_,adjugateAndDet
226123_f_,invert
226144_b_,isUnlocked
226157_a_,getCollection
226161_m_,getLong
226162_a_,mix
226163_a_,clamp
226164_h_,frac
226165_i_,fastInvSqrt
226166_j_,fastInvCubeRoot
226167_j_,rotLerp
226168_l_,rotWrap
226172_a_,newSet
226177_a_,cast
226178_b_,getSmallest
226182_c_,binarySearch
226221_a_,deserializeBlock
226223_a_,test
226228_a_,test
226229_a_,createNewInstance
226236_a_,serialize
226237_a_,deserialize
226238_a_,test
226243_a_,createBuilder
226244_a_,setTag
226245_b_,build
226246_a_,isSuccessOrConsume
226247_b_,isSuccess
226248_a_,resultSuccess
226249_b_,resultConsume
226250_c_,resultPass
226251_d_,resultFail
226252_a_,causeBeeStingDamage
226257_a_,getIndexInGroup
226260_b_,incrementIndexInGroup
226261_c_,canBabySpawn
226262_d_,getBabySpawnProbability
226263_P_,getTeamColor
226264_Z_,recenterBoundingBox
226266_a_,positionRider
226268_ag_,getOnPosition
226269_ah_,getJumpFactor
226270_aj_,getPositionUnderneath
226271_bk_,isSteppingCarefully
226272_bl_,isSuppressingBounce
226273_bm_,isDiscrete
226274_bn_,isDescending
226275_c_,getPosXWidth
226276_cg_,getSelfAndPassengers
226277_ct_,getPosX
226278_cu_,getPosY
226279_cv_,getPosYRandom
226280_cw_,getPosYEye
226281_cx_,getPosZ
226282_d_,getPosXRandom
226283_e_,getPosYHeight
226284_e_,setSneaking
226285_f_,getPosZWidth
226286_f_,forceSetPosition
226287_g_,getPosZRandom
226288_n_,setRawPosition
226292_a_,swing
226293_b_,triggerItemUseEffects
226294_cV_,dropExperience
226295_cZ_,playFallSound
226297_df_,getBeeStingCount
226298_f_,createWitherRose
226299_p_,shouldTriggerItemUseEffects
226300_q_,setBeeStingCount
226309_a_,randomizeWithWeight
226313_a_,addWeighted
226314_a_,randomizeWithWeight
226318_b_,getRandomValue
226327_a_,getRandomNumber
226328_a_,tryToTeleportToLocation
226329_a_,isTeleportFriendlyBlock
226330_g_,tryToTeleportNearEntity
226335_a_,setSearchDepthMultiplier
226336_g_,resetSearchDepthMultiplier
226337_n_,hasPath
226338_a_,findGroundTarget
226340_a_,findAirTarget
226347_a_,ensureLoadedAndValid
226353_b_,getInSquare
226355_a_,isValid
226359_a_,register
226360_a_,register
226397_a_,addParticle
226401_b_,isWithinDistance
226404_d_,setBeeFlag
226409_eA_,hasHive
226410_eB_,getHivePos
226411_eD_,hasNectar
226412_eE_,hasStung
226413_eG_,onHoneyDelivered
226414_eH_,failedPollinatingTooLong
226415_eI_,canEnterHive
226416_eJ_,updateBodyPitch
226417_eK_,isHiveNearFire
226419_eM_,getCropsGrownSincePollination
226420_eN_,resetCropCounter
226421_eO_,addCropCounter
226422_eP_,isHiveValid
226423_eQ_,isNearTarget
226424_eq_,getFlowerPos
226425_er_,hasFlower
226426_eu_,resetTicksWithoutNectar
226431_g_,setFlowerPos
226433_h_,startMovingTo
226435_i_,doesHiveHaveSpace
226437_j_,isTooFar
226439_k_,isFlowers
226447_r_,setHasNectar
226449_s_,setHasStung
226450_t_,setStayOutOfHiveCountdown
226452_t_,setNearTarget
226455_v_,getBodyPitch
226456_v_,getBeeFlag
226465_h_,canSting
226472_a_,startMovingToFar
226473_b_,isPossibleHive
226475_c_,addPossibleHives
226476_d_,isCloseEnough
226477_j_,clearPossibleHives
226478_k_,makeChosenHivePossibleHive
226479_l_,reset
226482_j_,shouldMoveToFlower
226489_j_,getNearbyFreeHives
226500_a_,findFlower
226502_j_,completedPollination
226503_k_,isRunning
226504_l_,cancel
226505_m_,moveToNextTarget
226506_n_,getRandomOffset
226507_o_,getFlower
226509_g_,getRandomLocation
226526_a_,setPartPosition
226527_er_,getHeadAndNeckYOffset
226529_a_,equipOrSwap
226532_a_,canMergeStacks
226533_a_,mergeStacks
226541_s_,setPatrolling
226550_a_,deserializeBlock
226556_a_,register
226557_a_,register
226558_e_,getSound
226563_dT_,isSecondaryUseActive
226564_dU_,wantsToStopRiding
226565_dV_,isStayingOnGroundSurface
226566_ei_,tryToStartFallFlying
226567_ej_,startFallFlying
226568_ek_,stopFallFlying
226573_a_,getMovementMatrixForShape
226591_a_,setIdentity
226592_a_,mul
226593_a_,makeScale
226594_a_,bufferIndex
226595_a_,mul
226596_a_,mul
226597_a_,translate
226598_b_,adjugateAndDet
226599_b_,makeTranslate
226600_c_,invert
226601_d_,copy
226602_e_,transpose
226613_a_,player
226614_a_,team
226629_F_,getDrinkSound
226630_G_,getEatSound
226641_a_,bindPlayerMobs
226647_a_,serialize
226648_a_,deserialize
226649_a_,test
226652_a_,deserializeEnchantments
226654_r_,hasBeenUsed
226658_a_,getLightFor
226659_b_,getLightSubtracted
226660_f_,canSeeSky
226661_a_,getChessboardDistance
226663_a_,placedBlockCollides
226664_a_,hasNoCollisions
226665_a__,hasNoCollisions
226666_b_,getBlockCollisionShapes
226668_i_,checkNoEntityCollision
226669_j_,hasNoCollisions
226690_K_,isNightTime
226691_t_,getBiome
226695_a_,test
226700_a_,test
226702_a_,getChunk
226703_d_,getChunk
226835_a_,copyWithProvider
226836_a_,getBiome
226843_a_,square
226844_a_,randomDouble
226845_a_,distanceToCorner
226856_a_,serialize
226857_a_,deserialize
226858_a_,test
226860_a_,bounceEntity
226861_a_,tryWakeUpVillager
226862_h_,getFootDirection
226863_i_,getMergeType
226870_a_,builder
226875_a_,addHoneyParticle
226876_a_,takeHoney
226877_a_,takeHoney
226878_a_,dropHoneyComb
226879_a_,addHoneyParticle
226880_a_,addHoneyParticle
226881_b_,angerNearbyBees
226882_d_,hasBees
226884_a_,attemptRing
226885_a_,ring
226891_m_,getSpeedFactor
226892_n_,getJumpFactor
226896_b_,notSolid
226897_b_,speedFactor
226898_c_,jumpFactor
226910_d_,powerBlock
226911_a_,eatSlice
226915_i_,isLit
226916_a_,getChestInventory
226917_a_,getLidRotationCallback
226919_h_,getChestMergerType
226931_a_,entitySlideParticles
226932_a_,slideParticles
226933_a_,triggerSlideDownBlock
226934_a_,slideEffects
226935_a_,isSliding
226936_b_,livingSlideParticles
226937_c_,hasSlideEffects
226938_d_,setSlideVelocity
226939_d_,setPowered
226940_a_,grow
226941_a_,placeRail
226942_a_,placeTree
226944_c_,getWoodType
226946_a_,bounceEntity
226950_a_,deserializeBlock
226957_a_,getTextureLocation
226961_a_,tryEnterHive
226962_a_,tryEnterHive
226963_a_,angerBees
226964_a_,getHoneyLevel
226965_a_,tryReleaseBee
226968_d_,isNearFire
226969_f_,hasNoBees
226970_h_,isFullOfBees
226971_j_,getBeeCount
226972_k_,isSmoked
226973_l_,sendDebugData
226974_m_,getBees
226975_x_,hasFlowerPos
226976_y_,tickBees
226984_a_,setWorldAndPos
226986_a_,getIfExists
226995_a_,serialize
226996_a_,getRegistryKeyForStat
226997_a_,getStat
226998_a_,test
227000_a_,deserialize
227004_b_,deserializeAdvancementPredicate
227012_b_,create
227014_f_,getNamePath
227021_a_,canPushEntity
227022_a_,pushEntity
227025_y_,isHoney
227031_a_,onBlockActivated
227032_a_,isReplaceable
227033_a_,tick
227034_b_,randomTick
227035_k_,isEmissiveRendering
227046_a_,getValues
227047_a_,register
227048_b_,getName
227055_a_,getBiomeIds
227065_a_,multiply
227066_a_,set
227067_f_,normalize
227068_g_,copy
227073_a_,read
227075_a_,unpackStructureReferences
227078_e_,readChunk
227150_a_,deserializeBlock
227152_a_,test
227156_a_,create
227157_a_,test
227176_e_,getMagnifier
227180_a_,toJsonElement
227181_a_,matches
227182_a_,matchesAll
227183_a_,forEachNotPresent
227185_a_,matches
227186_a_,deserializeProperties
227188_a_,deserializeProperty
227189_b_,getNullableString
227191_a_,newBuilder
227192_a_,withIntProp
227193_a_,withProp
227194_a_,withStringProp
227195_a_,withBoolProp
227196_b_,build
227199_a_,test
227200_a_,runIfNotPresent
227201_b_,getPropertyName
227207_a_,carveRegion
227227_a_,withChance
227228_a_,withPlacement
227249_a_,isStone
227250_b_,isDirt
227314_a_,replaceable
227315_a_,tries
227316_a_,whitelist
227317_b_,preventProjection
227318_b_,xSpread
227319_b_,blacklist
227320_c_,requiresWater
227321_c_,ySpread
227322_d_,build
227323_d_,zSpread
227373_a_,forcePlacement
227407_a_,addWeightedBlockstate
227446_a_,configure
227457_j_,getRefCount
227468_a_,getBlockAndOpacity
227470_b_,getLightSubtracted
227471_b_,hash
227478_a_,getNewPath
227479_a_,generatePath
227484_a_,getSavedDataKeys
227485_a_,prefixStorageNamespace
227486_a_,createContainer
227488_a_,getData
227489_a_,setData
227493_a_,getData
227495_a_,setData
227497_b_,getSavedKeys
227501_a_,addCondition
227502_a_,getLootTable
227503_b_,removeCondition
227504_b_,getLootCondition
227506_a_,validate
227508_a_,validateLootTable
227513_a_,getConditionIds
227517_a_,getCondition
227527_a_,getProblems
227530_a_,addProblem
227567_a_,fromProperties
227580_a_,setOrientation
227585_c_,bindFramebufferRaw
227586_d_,resizeRaw
227588_e_,framebufferRenderExtRaw
227605_A_,disableCull
227606_A_,enableVertexAttribArray
227607_B_,enablePolygonOffset
227608_B_,glEnableVertexAttribArray
227609_C_,disablePolygonOffset
227610_C_,getString
227611_D_,enableLineOffset
227612_D_,getInteger
227613_E_,disableLineOffset
227615_F_,enableColorLogicOp
227617_G_,disableColorLogicOp
227619_H_,enableTexture
227621_I_,disableTexture
227622_J_,genTexture
227623_K_,enableRescaleNormal
227624_L_,disableRescaleNormal
227625_M_,loadIdentity
227626_N_,pushMatrix
227627_O_,popMatrix
227628_P_,clearCurrentColor
227629_Q_,getError
227630_a_,pushLightingAttributes
227631_a_,clearDepth
227632_a_,scaled
227633_a_,ortho
227634_a_,fogDensity
227635_a_,polygonOffset
227636_a_,normal3f
227637_a_,blendColor
227638_a_,enableLight
227639_a_,alphaFunc
227640_a_,multiTexCoord2f
227641_a_,colorMaterial
227642_a_,texParameter
227643_a_,texEnv
227644_a_,blendFuncSeparate
227645_a_,framebufferTexture2D
227646_a_,texSubImage2D
227647_a_,texImage2D
227648_a_,readPixels
227649_a_,getTexImage
227650_a_,texCoordPointer
227651_a_,vertexAttribPointer
227652_a_,normalPointer
227653_a_,light
227654_a_,shaderSource
227655_a_,bufferData
227656_a_,lightModel
227657_a_,uniform1i
227658_a_,clear
227659_a_,uniformMatrix2f
227660_a_,fog
227662_a_,enableTexGen
227663_a_,texGenMode
227664_a_,texGenParam
227665_a_,multMatrix
227666_a_,init
227667_a_,depthMask
227668_a_,colorMask
227669_b_,pushTextureAttributes
227670_b_,translated
227671_b_,fogStart
227672_b_,scalef
227673_b_,clearColor
227674_b_,depthFunc
227675_b_,pixelTransfer
227676_b_,blendFunc
227677_b_,texParameter
227679_b_,vertexPointer
227680_b_,getUniformLocation
227681_b_,uniform1f
227682_b_,uniform2i
227683_b_,uniformMatrix3f
227685_b_,disableTexGen
227686_c_,popAttributes
227687_c_,fogEnd
227688_c_,translatef
227689_c_,rotatef
227690_c_,blendEquation
227691_c_,getProgram
227692_c_,getTexLevelParameter
227694_c_,colorPointer
227695_c_,getAttribLocation
227696_c_,uniform2f
227697_c_,uniform3i
227698_c_,uniformMatrix4f
227699_c_,multMatrix
227700_d_,disableAlphaTest
227701_d_,lineWidth
227702_d_,color4f
227703_d_,deleteShader
227704_d_,attachShader
227705_d_,stencilFunc
227706_d_,glBlendFuncSeparate
227707_d_,uniform3f
227708_d_,uniform4i
227709_e_,enableAlphaTest
227710_e_,getBuffer
227711_e_,createShader
227712_e_,getShader
227713_e_,stencilOp
227714_e_,viewport
227715_e_,uniform4f
227716_f_,enableLighting
227717_f_,compileShader
227718_f_,uniform1i
227719_f_,drawArrays
227720_f_,color
227721_f_,getMatrix
227722_g_,disableLighting
227723_g_,useProgram
227724_g_,bindBuffer
227725_h_,enableColorMaterial
227726_h_,deleteProgram
227727_h_,bindFramebuffer
227728_i_,disableColorMaterial
227729_i_,linkProgram
227731_j_,disableDepthTest
227732_j_,deleteBuffers
227733_j_,getShaderInfoLog
227734_k_,enableDepthTest
227736_k_,getProgramInfoLog
227737_l_,disableBlend
227738_l_,deleteFramebuffers
227739_l_,setupOverlayColor
227740_m_,enableBlend
227741_m_,checkFramebufferStatus
227742_m_,fogi
227743_n_,createProgram
227744_n_,glActiveTexture
227745_n_,polygonMode
227746_o_,genBuffers
227747_o_,clientActiveTexture
227748_o_,pixelStore
227749_p_,genFramebuffers
227750_p_,fogMode
227751_p_,color
227753_q_,logicOp
227754_q_,alpha
227755_r_,setupOutline
227756_r_,activeTexture
227757_s_,teardownOutline
227758_s_,deleteTexture
227759_t_,teardownOverlayColor
227760_t_,bindTexture
227761_u_,setupEndPortalTexGen
227762_u_,shadeModel
227763_v_,clearTexGen
227764_v_,stencilMask
227765_w_,mulTextureByProjModelView
227766_w_,clearStencil
227767_x_,enableFog
227768_x_,matrixMode
227769_y_,disableFog
227770_y_,enableClientState
227771_z_,enableCull
227772_z_,disableClientState
227774_a_,getGlVendor
227775_b_,getCpuInfo
227776_c_,getGlRenderer
227777_d_,getGlVersion
227780_a_,enableStandardItemLighting
227781_a_,setupLevelDiffuseLighting
227783_c_,setupGuiFlatDiffuseLighting
227784_d_,setupGui3DDiffuseLighting
227786_a_,getAlpha
227787_a_,getCombined
227788_a_,uploadTextureSub
227789_a_,uploadTextureSub
227790_a_,write
227791_b_,getRed
227792_b_,uploadTextureSubRaw
227793_c_,getGreen
227795_d_,getBlue
227796_e_,getBytes
227798_a_,getRefreshRate
227799_a_,setRenderPhase
227800_b_,shouldClose
227801_c_,setLogOnGlError
227802_e_,flipFrame
227803_u_,setThrowExceptionOnGlError
227820_b_,reset
227828_a_,setVertexFormat
227829_a_,limitToVertex
227831_b_,growBuffer
227832_f_,getNextBuffer
227833_h_,discard
227834_j_,isDrawing
227838_a_,getFormat
227839_b_,getVertexCount
227840_c_,getDrawMode
227844_a_,draw
227846_a_,normalInt
227847_a_,texShort
227860_a_,push
227861_a_,translate
227862_a_,scale
227863_a_,rotate
227865_b_,pop
227866_c_,getLast
227867_d_,clear
227870_a_,getMatrix
227872_b_,getNormal
227874_a_,draw
227875_a_,upload
227878_b_,uploadLater
227880_c_,uploadRaw
227885_a_,color
227886_a_,lightmap
227887_a_,normal
227888_a_,pos
227889_a_,addQuad
227890_a_,addQuad
227891_b_,overlay
227892_a_,setupBufferState
227894_c_,getElements
227895_d_,clearBufferState
227897_a_,setupBufferState
227898_g_,clearBufferState
227901_a_,clearBufferState
227902_a_,setupBufferState
227915_a_,newDelegate
227983_a_,identity
227984_a_,affine
227985_a_,composeVanilla
227986_a_,composeVanilla
227987_b_,inverseVanilla
227988_c_,getMatrix
227989_d_,getRotationLeft
227990_e_,decompose
227995_f_,getRotation
227996_l_,getViewVector
227997_m_,getUpVector
228009_a_,fillCrashReport
228011_a_,makePackInfo
