227291_c_,whitelist
227292_d_,blacklist
227293_f_,tryCount
227294_g_,xSpread
227295_h_,ySpread
227296_i_,zSpread
227297_j_,isReplaceable
227298_k_,project
227299_l_,requiresWater
227303_a_,stateProvider
227304_b_,blockPlacer
227305_c_,whitelist
227306_d_,blacklist
227307_e_,tryCount
227308_f_,xSpread
227309_g_,ySpread
227310_h_,zSpread
227311_i_,isReplaceable
227312_j_,project
227313_k_,requiresWater
227363_b_,needsBlockBelow
227364_c_,rockAmount
227365_d_,holeAmount
227366_f_,acceptedBlocks
227368_m_,trunkProvider
227369_n_,leavesProvider
227370_o_,decorators
227372_q_,forcePlacement
227377_a_,trunkProvider
227378_b_,leavesProvider
227379_c_,decorators
227381_a_,radius
227386_a_,BLOB
227387_b_,SPRUCE
227388_c_,PINE
227389_d_,ACACIA
227394_a_,SIMPLE_STATE_PROVIDER
227395_b_,WEIGHTED_STATE_PROVIDER
227396_c_,PLAIN_FLOWER_PROVIDER
227397_d_,FOREST_FLOWER_PROVIDER
227401_b_,STATES
227402_b_,RARE_FLOWERS
227403_c_,COMMON_FLOWERS
227404_b_,block
227405_b_,state
227406_b_,weightedStates
227410_b_,provider
227415_b_,probability
227425_a_,TRUNK_VINE
227426_b_,LEAVE_VINE
227427_c_,COCOA
227428_d_,BEEHIVE
227429_e_,ALTER_GROUND
227482_a_,loadedContainers
227483_b_,manager
227492_a_,contents
227500_g_,conditions
227507_d_,lootPredicateManager
227510_a_,LOGGER
227511_b_,GSON
227512_c_,idConditionMap
227557_c_,COMMAND
227558_d_,SELECTOR
227579_b_,sneaking
227581_a_,linkedRenderCalls
227582_b_,x
227583_c_,y
227584_d_,z
227592_a_,GL_FRAMEBUFFER
227593_b_,GL_RENDERBUFFER
227594_c_,GL_COLOR_ATTACHMENT0
227595_d_,GL_DEPTH_ATTACHMENT
227596_e_,GL_FRAMEBUFFER_COMPLETE
227597_f_,GL_FRAMEBUFFER_INCOMPLETE_ATTACHMENT
227598_g_,GL_FRAMEBUFFER_INCOMPLETE_MISSING_ATTACHMENT
227599_h_,GL_FRAMEBUFFER_INCOMPLETE_DRAW_BUFFER
227600_i_,GL_FRAMEBUFFER_INCOMPLETE_READ_BUFFER
227601_o_,FLOAT_4_BUFFER
227604_x_,fboMode
227785_a_,LOGGER
227797_c_,mc
227808_g_,vertexBuilder
227809_h_,currentTransformMatrixInverted
227810_i_,normalMatrixInverted
227811_j_,posX
227812_k_,posY
227813_l_,posZ
227814_m_,u
227815_n_,v
227816_o_,light
227817_p_,normalX
227818_q_,normalY
227819_r_,normalZ
227821_i_,drawStates
227822_j_,drawStateIndex
227823_k_,renderedBytes
227824_l_,nextElementBytes
227825_m_,uploadedBytes
227826_s_,fastFormat
227827_t_,fullFormat
227835_a_,format
227836_b_,vertexCount
227837_c_,drawMode
227841_a_,stateByteBuffer
227848_e_,TEX_2SB
227849_i_,ENTITY
227850_m_,POSITION_COLOR_LIGHTMAP
227851_o_,POSITION_COLOR_TEX
227852_q_,POSITION_COLOR_TEX_LIGHTMAP
227853_r_,POSITION_TEX_LIGHTMAP_COLOR
227854_a_,defaultColor
227855_b_,defaultRed
227856_c_,defaultGreen
227857_d_,defaultBlue
227858_e_,defaultAlpha
227859_a_,stack
227868_a_,matrix
227869_b_,normal
227884_f_,LOGGER
227896_f_,sizeBytes
227899_h_,setupState
227900_i_,clearState
227916_a_,vertexBuilder
227917_b_,delegateBuilder
227976_a_,matrix
227977_b_,decomposed
227978_c_,translation
227979_d_,rotationLeft
227980_e_,scale
227981_f_,rotationRight
227982_g_,IDENTITY
227994_k_,rotation
228004_B_,debugWireframe
228005_C_,debugChunkPath
228006_P_,renderTypeBuffers
228034_N_,SNEAK
228035_O_,SPRINT
228044_Y_,toggleCrouch
228045_Z_,toggleSprint
228046_af_,keyBindSneak
228053_a_,getterToggle
228066_a_,threadCacheEntry
228067_b_,cache
228068_c_,lock
228074_a_,chunkX
228075_b_,chunkZ
228076_c_,colorCache
228085_d_,MAP_ICONS_TYPE
228088_d_,renderType
228092_a_,WHITESPACE_PATTERN
228093_b_,mc
228094_c_,screen
228095_d_,inputField
228096_e_,font
228097_f_,commandsOnly
228098_g_,hasCursor
228099_h_,minAmountRendered
228100_i_,maxAmountRendered
228101_j_,isChat
228102_k_,color
228103_l_,exceptionList
228104_m_,x
228105_n_,width
228106_o_,parseResults
228107_p_,suggestionsFuture
228108_q_,suggestions
228109_r_,autoSuggest
228110_s_,isApplyingSuggestion
228138_b_,suggestionRenderBox
228140_d_,originalInputText
228141_e_,lowestDisplayedSuggestionIndex
228142_f_,selectedIndex
228143_g_,lastMousePosition
228144_h_,changeSelectionOnNextTabInput
228145_i_,lastObtainedSuggestionMessageIndex
228156_h_,whiteGlyph
228160_a_,normalType
228161_b_,seeThroughType
228164_a_,x0
228165_b_,y0
228166_c_,x1
228167_d_,y1
228168_e_,depth
228169_f_,r
228170_h_,b
228171_i_,a
228172_b_,WHITE_GLYPH
228174_e_,commandSuggestionHelper
228178_e_,previousScreen
228182_a_,parentScreen
228183_b_,gameSettings
228184_g_,suggestionHelper
228188_m_,modelRender
228191_a_,signModel
228221_a_,isChildHeadScaled
228222_b_,childHeadOffsetY
228223_f_,childHeadOffsetZ
228224_g_,childHeadScale
228225_h_,childBodyScale
228226_i_,childBodyOffsetY
228231_a_,body
228232_b_,torso
228233_f_,rightWing
228234_g_,leftWing
228235_h_,frontLegs
228236_i_,middleLegs
228237_j_,backLegs
228238_k_,stinger
228239_l_,leftAntenna
228240_m_,rightAntenna
228241_n_,bodyPitch
228246_h_,bookParts
228250_a_,redTint
228251_b_,greenTint
228252_f_,blueTint
228270_o_,isSneak
228273_a_,head
228274_b_,body
228275_f_,legBackRight
228276_g_,legBackLeft
228277_h_,legFrontRight
228278_i_,legFrontLeft
228281_q_,renderType
228286_w_,modelRenderers
228298_b_,headChild
228299_l_,tailChild
228312_b_,normal
228314_A_,timeLightningFlash
228315_B_,colorCaches
228335_a_,particleData
228336_a_,spriteSet
228337_a_,spriteWithAge
228338_a_,spriteSet
228339_a_,spriteSet
228340_a_,renderTypeBuffers
228341_A_,renderType
228342_a_,model
228343_B_,collidedY
228350_h_,sneaking
228351_cj_,clientSneakState
228352_cx_,showDeathScreen
228374_i_,renderTypeBuffers
228375_t_,overlayTexture
228376_w_,cameraYaw
228377_x_,cameraPitch
228386_a_,TYPES_BY_BLOCK
228387_b_,TYPES_BY_FLUID
228388_c_,fancyGraphics
228407_B_,damageProgress
228408_W_,blockVertexFormat
228409_ai_,frameId
228410_aj_,rainSoundTime
228411_ak_,rainSizeX
228412_al_,rainSizeZ
228413_h_,RAIN_TEXTURES
228414_i_,SNOW_TEXTURES
228415_m_,renderTypeTextures
228416_y_,renderTimeManager
228449_e_,torchFlicker
228457_a_,buffer
228458_b_,fixedBuffers
228459_c_,lastRenderType
228460_d_,startedBuffers
228465_a_,buffer
228466_b_,outlineBuffer
228467_c_,red
228468_d_,green
228469_e_,blue
228470_f_,alpha
228473_g_,coloredBuffer
228474_h_,x
228475_i_,y
228476_j_,z
228477_k_,u
228478_l_,v
228479_a_,fixedBuilder
228480_b_,fixedBuffers
228481_c_,bufferSource
228482_d_,crumblingBufferSource
228483_e_,outlineBufferSource
228491_A_,CULL_DISABLED
228492_B_,DEPTH_ALWAYS
228493_C_,DEPTH_EQUAL
228494_D_,DEPTH_LEQUAL
228495_E_,COLOR_DEPTH_WRITE
228496_F_,COLOR_WRITE
228497_G_,DEPTH_WRITE
228498_H_,NO_LAYERING
228499_I_,POLYGON_OFFSET_LAYERING
228501_K_,NO_FOG
228502_L_,FOG
228503_M_,BLACK_FOG
228504_N_,MAIN_TARGET
228505_O_,OUTLINE_TARGET
228506_P_,DEFAULT_LINE
228507_Q_,setupTask
228508_R_,clearTask
228509_a_,name
228510_b_,NO_TRANSPARENCY
228511_c_,ADDITIVE_TRANSPARENCY
228512_d_,LIGHTNING_TRANSPARENCY
228513_e_,GLINT_TRANSPARENCY
228514_f_,CRUMBLING_TRANSPARENCY
228515_g_,TRANSLUCENT_TRANSPARENCY
228516_h_,ZERO_ALPHA
228517_i_,DEFAULT_ALPHA
228518_j_,HALF_ALPHA
228519_k_,SHADE_DISABLED
228520_l_,SHADE_ENABLED
228521_m_,BLOCK_SHEET_MIPPED
228522_n_,BLOCK_SHEET
228523_o_,NO_TEXTURE
228524_p_,DEFAULT_TEXTURING
228525_q_,OUTLINE_TEXTURING
228526_r_,GLINT_TEXTURING
228527_s_,ENTITY_GLINT_TEXTURING
228528_t_,LIGHTMAP_ENABLED
228529_u_,LIGHTMAP_DISABLED
228530_v_,OVERLAY_ENABLED
228531_w_,OVERLAY_DISABLED
228532_x_,DIFFUSE_LIGHTING_ENABLED
228533_y_,DIFFUSE_LIGHTING_DISABLED
228534_z_,CULL_ENABLED
228574_Q_,ref
228577_Q_,enabled
228580_Q_,func
228587_Q_,width
228590_Q_,offsetU
228591_R_,offsetV
228596_Q_,iteration
228599_Q_,smooth
228602_Q_,texture
228603_R_,blur
228604_S_,mipmap
228610_Q_,colorMask
228611_R_,depthMask
228614_Q_,LINES
228615_R_,SOLID
228616_S_,CUTOUT_MIPPED
228617_T_,CUTOUT
228618_U_,TRANSLUCENT
228619_V_,TRANSLUCENT_NO_CRUMBLING
228620_W_,LEASH
228621_X_,WATER_MASK
228622_Y_,GLINT
228623_Z_,ENTITY_GLINT
228624_aa_,LIGHTNING
228625_ab_,vertexFormat
228626_ac_,drawMode
228627_ad_,bufferSize
228628_ae_,useDelegate
228629_af_,needsSorting
228667_R_,TYPES
228668_S_,renderState
228669_T_,hashCode
228670_U_,outlineRenderType
228677_a_,texture
228678_b_,transparency
228679_c_,diffuseLighting
228680_d_,shadowModel
228681_e_,alpha
228682_f_,depthTest
228683_g_,cull
228684_h_,lightmap
228685_i_,overlay
228686_j_,fog
228687_k_,layer
228688_l_,target
228689_m_,texturing
228690_n_,writeMask
228691_o_,line
228693_q_,renderStates
228698_a_,texture
228699_b_,transparency
228700_c_,diffuseLighting
228701_d_,shadeModel
228702_e_,alpha
228703_f_,depthTest
228704_g_,cull
228705_h_,lightmap
228706_i_,overlay
228707_j_,fog
228708_k_,layer
228709_l_,target
228710_m_,texturing
228711_n_,writeMask
228712_o_,line
228729_a_,values
228730_b_,count
228731_c_,index
228733_a_,TEXTURE_UNDERWATER
228738_A_,SOLID_BLOCK_TYPE
228739_B_,CUTOUT_BLOCK_TYPE
228741_D_,TRANSLUCENT_CULL_BLOCK_TYPE
228742_a_,SHULKER_BOX_ATLAS
228743_b_,BED_ATLAS
228744_c_,BANNER_ATLAS
228745_d_,SHIELD_ATLAS
228746_e_,SIGN_ATLAS
228747_f_,CHEST_ATLAS
228748_g_,DEFAULT_SHULKER_TEXTURE
228749_h_,SHULKER_TEXTURES
228750_i_,SIGN_MATERIALS
228751_j_,BED_TEXTURES
228752_k_,CHEST_TRAPPED_MATERIAL
228753_l_,CHEST_TRAPPED_LEFT_MATERIAL
228754_m_,CHEST_TRAPPED_RIGHT_MATERIAL
228755_n_,CHEST_XMAS_MATERIAL
228756_o_,CHEST_XMAS_LEFT_MATERIAL
228757_p_,CHEST_XMAS_RIGHT_MATERIAL
228758_q_,CHEST_MATERIAL
228759_r_,CHEST_LEFT_MATERIAL
228760_s_,CHEST_RIGHT_MATERIAL
228761_t_,ENDER_CHEST_MATERIAL
228762_u_,SHULKER_BOX_TYPE
228763_v_,BED_TYPE
228764_w_,BANNER_TYPE
228765_x_,SHIELD_TYPE
228766_y_,SIGN_TYPE
228767_z_,CHEST_TYPE
228787_a_,vertexBuilder
228788_b_,atlasSprite
228790_e_,blockColors
228848_c_,modelRenderer
228849_g_,fixedRenderBuffer
228858_b_,renderDispatcher
228862_a_,singleLid
228863_c_,singleBottom
228864_d_,singleLatch
228865_e_,rightLid
228866_f_,rightBottom
228867_g_,rightLatch
228868_h_,leftLid
228869_i_,leftBottom
228870_j_,leftLatch
228881_e_,RENDER_TYPES
228885_b_,renderTasks
228886_c_,freeBuilders
228887_d_,uploadTasks
228888_e_,countRenderTasks
228889_f_,countFreeBuilders
228890_g_,fixedBuilder
228891_h_,delegatedTaskExecutor
228892_i_,executor
228893_j_,world
228894_k_,worldRenderer
228921_d_,lastRebuildTask
228922_e_,lastResortTransparencyTask
228938_d_,chunkRenderCache
228945_e_,sortCompiledChunk
228948_a_,frustum
228949_b_,cameraX
228950_c_,cameraY
228951_d_,cameraZ
229040_a_,ANGRY_BEE_TEXTURES
229041_g_,ANGRY_NECTAR_BEE_TEXTURES
229042_h_,BEE_TEXTURES
229043_i_,NECTAR_BEE_TEXTURES
229044_e_,DRAGON_FIREBALL_RENDER_TYPE
229046_e_,ENDER_CRYSTAL_RENDER_TYPE
229052_g_,DRAGON_EYES_TEXTURES
229053_h_,DRAGON_ALIVE_RENDER_TYPE
229054_i_,DRAGON_DYING_RENDER_TYPE
229055_j_,DRAGON_EYES_RENDER_TYPE
229056_k_,ENDER_CRYSTAL_BEAM_RENDER_TYPE
229058_m_,model
229064_A_,dragonInstance
229065_h_,leftProximalWing
229066_i_,leftDistalWing
229067_j_,leftForeThigh
229068_k_,leftForeLeg
229069_l_,leftForeFoot
229070_m_,leftHindThigh
229071_n_,leftHindLeg
229072_o_,leftHindFoot
229073_p_,rightProximalWing
229074_t_,rightDistalWing
229075_u_,rightForeThigh
229076_v_,rightForeLeg
229077_w_,rightForeFoot
229078_x_,rightHindThigh
229079_y_,rightHindLeg
229080_z_,rightHindFoot
229082_e_,SHADOW_RENDER_TYPE
229083_k_,cameraOrientation
229101_e_,RENDER_TYPE
229133_a_,RENDER_TYPE
229142_a_,RENDER_TYPE
229150_a_,atlasTextures
229154_h_,legacySkin
229155_i_,processTask
229156_j_,future
229169_a_,POWS22
229175_e_,spriteInfo
229178_a_,XN
229179_b_,XP
229180_c_,YN
229181_d_,YP
229182_e_,ZN
229183_f_,ZP
229184_g_,x
229185_h_,y
229186_i_,z
229196_a_,NO_OVERLAY
229197_b_,texture
229213_a_,spriteInfo
229214_j_,textureLocation
229224_d_,mipmapLevel
229225_b_,atlasTexture
229226_c_,spriteInfo
229227_g_,interpolationData
229244_a_,spriteLocation
229245_b_,spriteWidth
229246_c_,spriteHeight
229247_d_,spriteAnimationMetadata
229256_b_,images
229271_b_,rootFiles
229272_c_,namespaceFiles
229276_a_,SHIELD_BASE
229277_b_,BANNER_BASE
229278_c_,OLD_IRON_GOLEM_LOCATION
229280_e_,PATTERNS
229281_f_,SHIELDS
229282_g_,BANNERS
229298_b_,prefix
229300_b_,EMPTY
229307_a_,atlasLocation
229308_b_,textureLocation
229309_c_,renderType
229315_f_,LOCATION_BANNER_BASE
229316_g_,LOCATION_SHIELD_BASE
229317_h_,LOCATION_SHIELD_NO_PATTERN
229318_i_,DESTROY_STAGES
229319_j_,DESTROY_LOCATIONS
229320_k_,DESTROY_RENDER_TYPES
229321_r_,MODEL_MISSING_STRING
229322_z_,spriteMap
229352_b_,atlases
229353_d_,textureManager
229354_f_,maxMipmapLevel
229357_o_,beeInstance
229358_p_,hasSwitchedSound
229361_s_,tickableSoundsToPlayOnNextTick
229368_a_,x
229369_b_,y
229370_c_,z
229371_d_,w
229376_a_,TRANSFORM_LOCAL_TO_GLOBAL
229377_b_,TRANSFORM_GLOBAL_TO_LOCAL
229378_c_,LOGGER
229387_t_,BLOCK_STATE_PROVIDER_TYPE
229388_u_,BLOCK_PLACER_TYPE
229389_v_,FOLIAGE_PLACER_TYPE
229390_w_,TREE_DECORATOR_TYPE
229423_c_,defaultBehaviour
229427_ag_,DRIPPING_HONEY
229428_ah_,FALLING_HONEY
229429_ai_,LANDING_HONEY
229430_aj_,FALLING_NECTAR
229449_a_,fileName
229450_b_,nbtBytes
229451_c_,bytesHash
229667_a_,TYPE
229668_a_,TYPE
229669_b_,ZERO
229670_c_,ONE
229673_a_,CACHE
229675_a_,TYPE
229682_a_,ZERO
229683_b_,TYPE
229685_a_,TYPE
229686_b_,INSTANCE
229687_a_,ZERO
229688_b_,TYPE
229690_a_,TYPE
229691_a_,TYPE
229693_a_,CACHE
229694_a_,TYPE
229695_b_,typeSet
229696_a_,TYPE
229697_a_,TYPE
229699_a_,CACHE
229700_a_,TYPE
229702_a_,CACHE
229703_a_,TYPE
229704_b_,EMPTY_STRING
229709_a_,TYPES
229727_m_,DEBUG_BEE
229728_n_,DEBUG_HIVE
229729_o_,DEBUG_GAME_TEST_ADD_MARKER
229730_p_,DEBUG_GAME_TEST_CLEAR
229738_e_,biomes
229740_b_,hashedSeed
229741_j_,enableRespawnScreen
229744_i_,isMovePacket
229746_b_,hashedSeed
229754_d_,sneaking
229862_o_,biomeManager
229864_K_,SLIDE_DOWN_BLOCK
229865_L_,BEE_NEST_DESTROYED
229963_bD_,BREED_TARGETING
229964_bN_,watchGoal
230003_aR_,KEY_VALUE_SPLITTER
230010_a_,MAP_BACKGROUND
230011_b_,MAP_BACKGROUND_CHECKERBOARD
230019_a_,exception
230020_b_,onceDone
230021_a_,pack
230026_g,collisionShape
230027_d,namespace
230029_d_,LOGGER
230115_j_,hiddenEffects
230127_D_,DO_PATROL_SPAWNING
230128_E_,DO_TRADER_SPAWNING
230152_Z_,skipMultiplayerWarning
230166_ag_,renderType
230170_V_,isOutline
230171_p_,outlineState
230174_i_,guiLight3d
230177_c_,name
230184_d_,isSideLit
230185_c_,isSideLit
230186_e_,isSideLit
230187_f_,isSideLit
230550_a_,SHOW_TEXT
230551_b_,SHOW_ITEM
230552_c_,SHOW_ENTITY
230662_a_,blitOffset
230663_f_,BACKGROUND_LOCATION
230664_g_,STATS_ICON_LOCATION
230665_h_,GUI_ICONS_LOCATION
230666_a_,list
230667_a_,entries
230668_b_,minecraft
230669_c_,itemHeight
230670_d_,width
230671_e_,height
230672_i_,y0
230673_j_,y1
230674_k_,x1
230675_l_,x0
230676_m_,centerListVertically
230677_n_,headerHeight
230678_o_,scrollAmount
230679_p_,renderSelection
230680_q_,renderHeader
230681_r_,scrolling
230682_s_,selected
230683_b_,sliderValue
230684_a_,message
230685_b_,wasHovered
230686_c_,focused
230687_i_,WIDGETS_LOCATION
230688_j_,width
230689_k_,height
230690_l_,x
230691_m_,y
230692_n_,isHovered
230693_o_,active
230694_p_,visible
230695_q_,alpha
230696_r_,nextNarration
230697_t_,onPress
230698_a_,focused
230699_a_,listener
230700_b_,isDragging
230701_a_,LOGGER
230702_b_,ALLOWED_PROTOCOLS
230703_c_,clickedLink
230704_d_,title
230705_e_,children
230706_i_,minecraft
230707_j_,itemRenderer
230708_k_,width
230709_l_,height
230710_m_,buttons
230711_n_,passEvents
230712_o_,font
232606_L_,TARGET_HIT
232607_M_,RIGHT_CLICK_BLOCK_WITH_ITEM
232608_N_,PLAYER_GENERATES_CONTAINER_LOOT
232609_O_,THROWN_ITEM_PICKED_UP_BY_ENTITY
232611_k_,decorator
232625_a_,PLAIN
232626_b_,BUILTIN
232627_c_,WORLD
232628_d_,SERVER
232636_f_,resourcePacks
232656_a_,CODEC
232657_b_,soundEvent
232658_c_,minDelay
232659_d_,maxDelay
232660_e_,replaceCurrentMusic
232670_a_,MAIN_MENU_MUSIC
232671_b_,CREATIVE_MODE_MUSIC
232672_c_,CREDITS_MUSIC
232673_d_,DRAGON_FIGHT_MUSIC
232674_e_,END_MUSIC
232675_f_,UNDER_WATER_MUSIC
232676_g_,WORLD_MUSIC
232678_a_,CODEC
232680_A_,BLOCK_ANCIENT_DEBRIS_FALL
232681_Q_,ITEM_ARMOR_EQUIP_NETHERITE
232682_aS_,BLOCK_BONE_BLOCK_BREAK
232683_aT_,BLOCK_BONE_BLOCK_FALL
232684_aU_,BLOCK_BONE_BLOCK_HIT
232685_aV_,BLOCK_BONE_BLOCK_PLACE
232686_aW_,BLOCK_BONE_BLOCK_STEP
232687_ak_,BLOCK_BASALT_BREAK
232688_al_,BLOCK_BASALT_STEP
232689_am_,BLOCK_BASALT_PLACE
232690_an_,BLOCK_BASALT_HIT
232691_ao_,BLOCK_BASALT_FALL
232692_b_,AMBIENT_BASALT_DELTAS_ADDITIONS
232693_bA_,BLOCK_CHAIN_FALL
232694_bB_,BLOCK_CHAIN_HIT
232695_bC_,BLOCK_CHAIN_PLACE
232696_bD_,BLOCK_CHAIN_STEP
232697_bz_,BLOCK_CHAIN_BREAK
232698_c_,AMBIENT_BASALT_DELTAS_LOOP
232699_cR_,ENTITY_DONKEY_EAT
232700_d_,AMBIENT_BASALT_DELTAS_MOOD
232701_e_,AMBIENT_CRIMSON_FOREST_ADDITIONS
232702_eA_,BLOCK_ROOTS_BREAK
232703_eB_,BLOCK_ROOTS_STEP
232704_eC_,BLOCK_ROOTS_PLACE
232705_eD_,BLOCK_ROOTS_HIT
232706_eE_,BLOCK_ROOTS_FALL
232707_eX_,BLOCK_GILDED_BLACKSTONE_BREAK
232708_eY_,BLOCK_GILDED_BLACKSTONE_FALL
232709_eZ_,BLOCK_GILDED_BLACKSTONE_HIT
232710_ez_,ENTITY_FOX_TELEPORT
232711_f_,AMBIENT_CRIMSON_FOREST_LOOP
232712_fB_,ENTITY_HOGLIN_AMBIENT
232713_fC_,ENTITY_HOGLIN_ANGRY
232714_fD_,ENTITY_HOGLIN_ATTACK
232715_fE_,ENTITY_HOGLIN_CONVERTED_TO_ZOMBIFIED
232716_fF_,ENTITY_HOGLIN_DEATH
232717_fG_,ENTITY_HOGLIN_HURT
232718_fH_,ENTITY_HOGLIN_RETREAT
232719_fI_,ENTITY_HOGLIN_STEP
232720_fa_,BLOCK_GILDED_BLACKSTONE_PLACE
232721_fb_,BLOCK_GILDED_BLACKSTONE_STEP
232722_g_,AMBIENT_CRIMSON_FOREST_MOOD
232723_h_,AMBIENT_NETHER_WASTES_ADDITIONS
232724_hQ_,ENTITY_MULE_ANGRY
232725_hT_,ENTITY_MULE_EAT
232726_hp_,BLOCK_LODESTONE_BREAK
232727_hq_,BLOCK_LODESTONE_STEP
232728_hr_,BLOCK_LODESTONE_PLACE
232729_hs_,BLOCK_LODESTONE_HIT
232730_ht_,BLOCK_LODESTONE_FALL
232731_hu_,ITEM_LODESTONE_COMPASS_LOCK
232732_i_,AMBIENT_NETHER_WASTES_LOOP
232733_iB_,BLOCK_STEM_BREAK
232734_iC_,BLOCK_STEM_STEP
232735_iD_,BLOCK_STEM_PLACE
232736_iE_,BLOCK_STEM_HIT
232737_iF_,BLOCK_STEM_FALL
232738_iG_,BLOCK_NYLIUM_BREAK
232739_iH_,BLOCK_NYLIUM_STEP
232740_iI_,BLOCK_NYLIUM_PLACE
232741_iJ_,BLOCK_NYLIUM_HIT
232742_iK_,BLOCK_NYLIUM_FALL
232743_iL_,BLOCK_NETHER_SPROUT_BREAK
232744_iM_,BLOCK_NETHER_SPROUT_STEP
232745_iN_,BLOCK_NETHER_SPROUT_PLACE
232746_iO_,BLOCK_NETHER_SPROUT_HIT
232747_iP_,BLOCK_NETHER_SPROUT_FALL
232748_iQ_,BLOCK_FUNGUS_BREAK
232749_iR_,BLOCK_FUNGUS_STEP
232750_iS_,BLOCK_FUNGUS_PLACE
232751_iT_,BLOCK_FUNGUS_HIT
232752_iU_,BLOCK_FUNGUS_FALL
232753_iV_,BLOCK_WEEPING_VINES_BREAK
232754_iW_,BLOCK_WEEPING_VINES_STEP
232755_iX_,BLOCK_WEEPING_VINES_PLACE
232756_iY_,BLOCK_WEEPING_VINES_HIT
232757_iZ_,BLOCK_WEEPING_VINES_FALL
232758_if_,MUSIC_DISC_PIGSTEP
232759_io_,MUSIC_NETHER_BASALT_DELTAS
232760_ip_,MUSIC_NETHER_NETHER_WASTES
232761_iq_,MUSIC_NETHER_SOUL_SAND_VALLEY
232762_ir_,MUSIC_NETHER_CRIMSON_FOREST
232763_is_,MUSIC_NETHER_WARPED_FOREST
232764_iu_,BLOCK_NETHER_BRICKS_BREAK
232765_iv_,BLOCK_NETHER_BRICKS_STEP
232766_iw_,BLOCK_NETHER_BRICKS_PLACE
232767_ix_,BLOCK_NETHER_BRICKS_HIT
232768_iy_,BLOCK_NETHER_BRICKS_FALL
232769_j_,AMBIENT_NETHER_WASTES_MOOD
232770_ja_,BLOCK_WART_BLOCK_BREAK
232771_jb_,BLOCK_WART_BLOCK_STEP
232772_jc_,BLOCK_WART_BLOCK_PLACE
232773_jd_,BLOCK_WART_BLOCK_HIT
232774_je_,BLOCK_WART_BLOCK_FALL
232775_jf_,BLOCK_NETHERITE_BLOCK_BREAK
232776_jg_,BLOCK_NETHERITE_BLOCK_STEP
232777_jh_,BLOCK_NETHERITE_BLOCK_PLACE
232778_ji_,BLOCK_NETHERITE_BLOCK_HIT
232779_jj_,BLOCK_NETHERITE_BLOCK_FALL
232780_jk_,BLOCK_NETHERRACK_BREAK
232781_jl_,BLOCK_NETHERRACK_STEP
232782_jm_,BLOCK_NETHERRACK_PLACE
232783_jn_,BLOCK_NETHERRACK_HIT
232784_jo_,BLOCK_NETHERRACK_FALL
232785_k_,AMBIENT_SOUL_SAND_VALLEY_ADDITIONS
232786_kC_,ENTITY_PARROT_IMITATE_ZOGLIN
232787_kR_,ENTITY_PIGLIN_ADMIRING_ITEM
232788_kS_,ENTITY_PIGLIN_AMBIENT
232789_kT_,ENTITY_PIGLIN_ANGRY
232790_kU_,ENTITY_PIGLIN_CELEBRATE
232791_kV_,ENTITY_PIGLIN_DEATH
232792_kW_,ENTITY_PIGLIN_JEALOUS
232793_kX_,ENTITY_PIGLIN_HURT
232794_kY_,ENTITY_PIGLIN_RETREAT
232795_kZ_,ENTITY_PIGLIN_STEP
232796_kj_,ENTITY_PARROT_IMITATE_HOGLIN
232797_ko_,ENTITY_PARROT_IMITATE_PIGLIN
232798_l_,AMBIENT_SOUL_SAND_VALLEY_LOOP
232799_la_,ENTITY_PIGLIN_CONVERTED_TO_ZOMBIFIED
232800_m_,AMBIENT_SOUL_SAND_VALLEY_MOOD
232801_mP_,BLOCK_SHROOMLIGHT_BREAK
232802_mQ_,BLOCK_SHROOMLIGHT_STEP
232803_mR_,BLOCK_SHROOMLIGHT_PLACE
232804_mS_,BLOCK_SHROOMLIGHT_HIT
232805_mT_,BLOCK_SHROOMLIGHT_FALL
232806_mf_,BLOCK_NETHER_GOLD_ORE_BREAK
232807_mg_,BLOCK_NETHER_GOLD_ORE_FALL
232808_mh_,BLOCK_NETHER_GOLD_ORE_HIT
232809_mi_,BLOCK_NETHER_GOLD_ORE_PLACE
232810_mj_,BLOCK_NETHER_GOLD_ORE_STEP
232811_mk_,BLOCK_NETHER_ORE_BREAK
232812_ml_,BLOCK_NETHER_ORE_FALL
232813_mm_,BLOCK_NETHER_ORE_HIT
232814_mn_,BLOCK_NETHER_ORE_PLACE
232815_mo_,BLOCK_NETHER_ORE_STEP
232816_mq_,BLOCK_RESPAWN_ANCHOR_AMBIENT
232817_mr_,BLOCK_RESPAWN_ANCHOR_CHARGE
232818_ms_,BLOCK_RESPAWN_ANCHOR_DEPLETE
232819_mt_,BLOCK_RESPAWN_ANCHOR_SET_SPAWN
232820_n_,AMBIENT_WARPED_FOREST_ADDITIONS
232821_nI_,BLOCK_SOUL_SAND_BREAK
232822_nJ_,BLOCK_SOUL_SAND_STEP
232823_nK_,BLOCK_SOUL_SAND_PLACE
232824_nL_,BLOCK_SOUL_SAND_HIT
232825_nM_,BLOCK_SOUL_SAND_FALL
232826_nN_,BLOCK_SOUL_SOIL_BREAK
232827_nO_,BLOCK_SOUL_SOIL_STEP
232828_nP_,BLOCK_SOUL_SOIL_PLACE
232829_nQ_,BLOCK_SOUL_SOIL_HIT
232830_nR_,BLOCK_SOUL_SOIL_FALL
232831_nS_,PARTICLE_SOUL_ESCAPE
232832_nT_,ENTITY_STRIDER_AMBIENT
